Contrast,Correlation,Energy,Homogeneity,meanR,meanG,meanB,meanH,meanS,meanV,meanY,meanCb,meanCr,meanL,meanLA,meanLB,meanGray,Class
1.973782889,0.735178562,0.082662347,0.72710089,144.2469136,69.718107,42.67489712,0.039302114,0.610185165,0.565674171,92.35802469,105.0555556,162.654321,38.51307584,28.35627458,29.71265937,88.92798354,1
1.755136846,0.615072617,0.085680306,0.749020094,112.7529412,44.60588235,18.32352941,0.044830306,0.823479059,0.442168397,69.26470588,106.3823529,159.8058824,27.75675548,28.22940144,30.27893251,61.98235294,1
3.48809395,0.597854672,0.135820109,0.75595507,127.0562771,58.09090909,26.22294372,0.043475777,0.652934957,0.49825991,80.47186147,103.7683983,160.5411255,33.0927259,26.47361089,31.34080097,75.06060606,1
1.766548426,0.787042445,0.162354557,0.818144218,145.4227331,68.95913155,36.56960409,0.041695566,0.624873423,0.570285228,91.69859515,102.4291188,163.8748404,38.40482967,28.79406918,32.63965388,88.15070243,1
1.74268328,0.797773579,0.074843352,0.759696225,103.8438134,41.32251521,19.4148073,0.034585716,0.652689724,0.407230641,65.39655172,109.1004057,157.0324544,25.82396002,25.30278482,26.18565954,57.51622718,1
1.905979938,0.550555071,0.063982779,0.595701517,105.9666667,3.6,11.64444444,0.98703827,0.965980812,0.415555556,46.12222222,116.4111111,172.4222222,20.68995865,41.36898141,26.57210804,35.08888889,1
1.339056777,0.717691445,0.235346518,0.822323064,95.51020408,3.510204082,12.95918367,0.932848132,0.924546147,0.37454982,43.57142857,118.5306122,167.755102,18.47001773,37.72370876,22.56974773,32.06122449,1
3.329960317,0.562961602,0.200546676,0.770736332,121.04,87.19333333,93.39333333,0.87895476,0.260354567,0.474666667,100.2066667,125.68,142.46,40.34780479,14.62157825,1.92307465,98.04666667,1
2.16134279,0.86479391,0.269551413,0.84939511,110.0859788,80.02821869,83.51322751,0.660429419,0.189853498,0.431709721,92.80246914,125.106261,140.9444444,36.516698,12.24937592,2.753283951,89.42063492,1
3.95208963,0.71288601,0.1426997,0.742653056,126.2004831,93.70289855,98.32850242,0.768630658,0.214923242,0.494903855,105.2657005,125.236715,141.9275362,42.38022047,13.3568667,2.451829622,103.9661836,1
2.718888889,0.793859629,0.432624074,0.838205467,139.6833333,103.4166667,108.5666667,0.829282214,0.220054256,0.547777778,114.6166667,124.9,143.55,46.93458218,14.8542856,2.726477583,114.8833333,1
3.967272203,0.676056806,0.272510399,0.789284913,135.617284,98.50617284,104.2993827,0.795461007,0.235793284,0.53184459,110.6635802,125.0493827,143.8796296,44.86025629,15.23316053,2.578808694,110.2561728,1
1.991280511,0.824860957,0.311622604,0.854571171,123.5479167,87.84583333,94.6625,0.790904562,0.238701612,0.484509804,101.28125,125.725,143.15625,40.79725173,15.22051389,1.892801981,99.29375,1
1.841485732,0.886696244,0.275427777,0.87558828,95.60817308,66.39182692,70.91346154,0.67606888,0.212777092,0.374934012,80.97956731,125.6490385,140.46875,31.2249666,12.52919424,2.218385253,75.64663462,1
1.59375,-0.016551579,0.936649931,0.971540179,153.4464286,113.6785714,121.9107143,0.965493066,0.25889564,0.6017507,124.7142857,125.6964286,144.8035714,51.87899787,16.91765431,1.61113427,126.5357143,1
1.720971254,0.842409159,0.285027156,0.870881056,133.058032,90.7804878,98.81665265,0.803895407,0.267300796,0.5218028,105.6257359,125.3069807,146.000841,42.77755737,17.94033487,2.434607567,104.352397,1
2.498447248,0.69791834,0.285514739,0.829552401,140.9362745,102.0245098,110.0245098,0.869766278,0.249560574,0.552691273,114.3676471,125.7107843,144.4901961,46.89466056,16.50405346,1.675606105,114.5294118,1
3.409325397,0.415562694,0.044958821,0.519064153,191.5,125.5238095,118.1190476,0.016581417,0.383116321,0.750980392,139.9761905,114.952381,157.547619,59.21661456,24.71925241,14.62940208,144.3809524,1
2.842320937,0.65594363,0.306376761,0.838455579,158.8863636,101.6893939,97.4469697,0.010291192,0.347302286,0.623083779,117.5833333,117.6590909,153.4015152,48.64862882,22.01501094,11.76159504,118.3106061,1
2.977035985,0.53843616,0.287151958,0.76662364,125.2685185,74.5,74.4537037,0.361756795,0.370659503,0.491249092,93.0462963,120.4722222,150.3240741,37.36701007,21.03770765,9.076179825,89.67592593,1
2.522560691,0.699538486,0.161980895,0.792521898,146.6185185,85.45925926,84.02962963,0.18127779,0.37066912,0.574974582,104.9407407,118.3148148,154.9777778,42.97096143,24.3814538,11.64748466,103.5703704,1
3.719660548,0.742746799,0.52228177,0.877046651,182.0833333,138.4807692,116.3461538,0.046919091,0.300526348,0.714052288,143.9487179,111.8589744,148.775641,59.93436149,13.01764337,17.55402766,149.1025641,0
3.604955808,0.641581518,0.415925077,0.784416937,188.5050505,144.9191919,120.6464646,0.053583385,0.326902597,0.739235492,149.3030303,110.9090909,148.8080808,62.53282712,12.7164355,18.65211064,155.1515152,0
4.399715909,0.592918212,0.376371625,0.760093908,184.5050505,141.8181818,118.0505051,0.05401066,0.330370215,0.723549218,146.4343434,111.3030303,148.3838384,61.22798817,12.49213784,18.30857343,151.8484848,0
2.319255051,0.821937152,0.320474999,0.810628532,186.7171717,142.8686869,117.9393939,0.051723077,0.315945356,0.732224203,147.4949495,110.6969697,148.8383838,61.7390922,12.74808424,19.02951962,153.0808081,0
4.000026164,0.759851075,0.442278637,0.857344906,169.1904762,129.7761905,105.6047619,0.050144208,0.297094751,0.663492063,135.2,111.4619048,147.0285714,55.98851819,11.24281807,18.00595125,138.7761905,0
2.103368506,0.650344622,0.583790143,0.861229708,207.5909091,159.5,132.4090909,0.05602646,0.337350834,0.814081996,162.6590909,109.0795455,150.9431818,68.80505341,13.95135302,20.67534466,170.7613636,0
3.328522727,0.205895011,0.156765418,0.643088068,222.6727273,169.1636364,138.1636364,0.061190149,0.379248137,0.873226381,171.9818182,106.4181818,153.7636364,73.39682896,15.57061853,23.58148125,181.5272727,0
3.193920693,0.801557832,0.324997586,0.82204091,174.5333333,134.0745098,109.1764706,0.05117094,0.302017816,0.684444444,139.0862745,111.1098039,147.5333333,57.8008978,11.49608829,18.48310061,143.2784314,0
1.102683081,0.050590204,0.908359437,0.96585216,236.6666667,183.3030303,153.3636364,0.059927933,0.351929825,0.928104575,184.2020202,107.1212121,153.3737374,78.48144995,15.27377939,22.60980397,195.8080808,0
4.091964286,0.312563132,0.045995607,0.496539824,237.4375,183.4166667,151.5208333,0.061853689,0.36195162,0.931127451,184.2291667,105.9166667,153.9791667,78.67726515,15.32053143,23.74056418,195.8958333,0
5.310064935,0.553410497,0.383849328,0.754212727,194.0416667,149.6770833,124.1875,0.057656871,0.340587029,0.760947712,153.4479167,110.2708333,149.2916667,64.36605632,12.83541915,19.40277641,160.03125,0
3.402469136,0.520498507,0.736391532,0.905587017,211.4777778,162.9333333,134.6888889,0.056757573,0.334474264,0.829324619,165.6,108.4111111,151.2444444,69.90497582,13.85568096,21.16836059,174.1888889,0
3.148452381,0.191045953,0.698222052,0.89827381,228.9333333,177.0333333,147.6444444,0.06027243,0.35526207,0.897777778,178.4777778,107.4222222,153,76.12031458,14.93278074,22.2861169,189.1666667,0
2.711241472,0.775995325,0.490620209,0.865959119,194.9747368,151.2968421,125.3368421,0.053790635,0.3095357,0.764606811,154.6084211,110.1494737,149.1326316,64.86111004,12.38071331,19.3428684,161.3136842,0
1.939015152,0.504255769,0.694609751,0.884901245,222.6493506,172.4285714,142.9220779,0.060109979,0.348118517,0.873134708,174.0909091,107.5584416,152.2207792,73.91520716,14.27378484,22.04525745,184.025974,0
3.813888889,0.5881709,0.504039986,0.814017637,199.3666667,154.05,125.4166667,0.060237453,0.345296203,0.781830065,157.15,108.6,149.95,66.17816932,12.75228076,21.08927602,164.2833333,0
1.261243386,0.089630471,0.767155595,0.923980379,230.1857143,176.4142857,149.5285714,0.055567119,0.350569877,0.902689076,178.6428571,108.4142857,153.7857143,76.08451489,15.96434381,21.2964416,189.5142857,0
3.084981685,0.229285384,0.062317873,0.550985958,240.3928571,187.3690476,155.1785714,0.062945727,0.354517652,0.942717087,187.4404762,105.9880952,153.8809524,79.99126494,14.80345356,23.62852772,199.3928571,0
2.950520833,0.686134872,0.60754809,0.876106771,204.4938272,158.1358025,129.9382716,0.057539595,0.332547459,0.801936577,160.8765432,108.7407407,150.345679,67.85481216,13.10870003,20.90135179,168.7160494,0
3.339980159,0.69727085,0.528763267,0.857781557,194.2,149.775,123.1375,0.055796148,0.324654443,0.761568627,153.4375,109.625,149.3125,64.38036711,12.64908953,19.87610458,160.0125,0
3.776925505,0.580004919,0.558009688,0.855644841,201.1414141,156.0909091,129.040404,0.057932206,0.333782205,0.788789859,159.010101,109.3535354,149.8282828,66.82233085,12.74724997,20.11228693,166.3737374,0
3.361329201,0.741806591,0.603982073,0.904596677,193.7727273,149.7878788,124.1212121,0.052251292,0.304792738,0.759893048,153.4469697,110.1287879,149.1818182,64.17639987,12.52240228,19.20178481,159.9621212,0
0.413127671,0.096232265,0.827338974,0.951992633,239.1452991,185.2991453,155.3504274,0.059562629,0.350383245,0.937824703,186.025641,107.0512821,153.6068376,79.32821559,15.42830964,22.65973454,197.965812,0
1.771479501,0.631826194,0.38119721,0.830104901,181.989899,148.2222222,131.3181818,0.052920889,0.2652622,0.713685878,150.3434343,115.5656566,144.1212121,63.5705939,9.962108421,13.53903828,156.3838384,0
1.038888889,0.523903532,0.65787037,0.885509259,190.44,154.6,138.4,0.050852091,0.267699162,0.746823529,156.38,115.54,144.8,66.43886249,10.82771764,13.46301332,163.5,0
1.992613478,0.870549534,0.286486119,0.830448463,147.6140351,121.0245614,104.9894737,0.050414588,0.23102119,0.578878569,125.1824561,116.9298246,140.8947368,51.83731512,7.464377622,12.10589969,127.0596491,0
3.216620879,0.205653606,0.704780531,0.884460443,196.9428571,163,146.5285714,0.053883183,0.254884651,0.77232493,163.1571429,115.7285714,144.1571429,69.3326189,9.923751801,13.17110249,171.2,0
1.293284493,0.187273514,0.381477466,0.825412597,206.2071429,170.0928571,153.45,0.052527981,0.255830107,0.808655462,169.7714286,115.6428571,145.2285714,72.38218876,10.66059815,13.52228553,179.0142857,0
2.487244898,0.642394852,0.039558713,0.549404762,199.421875,163.71875,144.328125,0.058641335,0.276564116,0.782046569,163.875,113.96875,145.265625,69.94200653,10.22629127,15.00660856,172.078125,0
